OK: nse_native_trade_server trade_server.cfg running as tradesrv1 (expected:0 running:0)
OK: nse_native_trade_server trade_server.cfg running as tradesrv3 (expected:0 running:0)
OK: nse_native_trade_server trade_server.cfg running as tradesrv4 (expected:0 running:0)
OK: rms_server rms_server.cfg running as tradesrv1 (expected:0 running:0)
OK: rms_server rms_server.cfg running as tradesrv3 (expected:0 running:0)
OK: rms_server rms_server.cfg running as tradesrv4 (expected:0 running:0)
OK: new_options_trader CD 3  running as opt_trader (expected:0 running:0)
OK: new_options_trader CD 23  running as opt_trader (expected:0 running:0)
OK: options_pricer \d{8} 1  running as opt_trader (expected:0 running:0)
OK: nse_tbt tfeed.cfg running as opt_trader (expected:0 running:0)
